action,event_pk,rn,date,work_area,organization,project,survey,sampling_bout,site_id,lat,long,gather_lat,gather_long,collection_method,line_out_depth,pressure_transducer_depth,volume,collected,preserved,analyzed,lab_technician,project_specific_id,hakai_id,is_blank,is_solid_standard,filter_size_mm,filter_type,acetone_volume_ml,flurometer_serial_no,calibration,acid_ratio_correction_factor,acid_coefficient,calibration_slope,before_acid,after_acid,acid_flag,dilution_factor,chla,chla_flag,chla_final,phaeo,phaeo_flag,phaeo_final,analyzing_lab,row_flag,quality_level,comments,quality_log
,25741156,1,2023-01-04,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0303634,-125.1007895,,0,,250,2023-01-04T17:47:00.000Z,2023-01-04T18:48:00.000Z,2023-02-21T23:03:37.000Z,carolyn.prentice;eva.jordison,,QCHL15406,,,,20um,10,720001154,2022-04-01T07:00:00.000Z,2.336170164293077,1.7484076704624418,0.0004667934061519007,6809.06,4552.02,,1,0.09845288183673376,,,0.050151483967534424,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by EJ2: Event Metadata QCd by KB
,25741156,1,2023-01-04,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0303634,-125.1007895,,0,,250,2023-01-04T17:47:00.000Z,2023-01-04T18:48:00.000Z,2023-02-21T23:04:47.000Z,carolyn.prentice;eva.jordison,,QCHL15407,,,,3um,10,720001154,2022-04-01T07:00:00.000Z,2.336170164293077,1.7484076704624418,0.0004667934061519007,6500.82,4153.08,,1,0.10240924786595419,,,0.033171399744203495,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by EJ2: Event Metadata QCd by KB
,25741156,1,2023-01-04,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0303634,-125.1007895,,0,,250,2023-01-04T17:47:00.000Z,2023-01-04T18:48:00.000Z,2023-02-21T23:05:24.000Z,carolyn.prentice;eva.jordison,,QCHL15408,,,,GF/F,10,720001154,2022-04-01T07:00:00.000Z,2.336170164293077,1.7484076704624418,0.0004667934061519007,11973.71,8156.99,,1,0.1664866742121976,,,0.09980484599679915,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by EJ2: Event Metadata QCd by KB
,25741156,1,2023-01-04,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0303634,-125.1007895,,0,,250,2023-01-04T17:47:00.000Z,2023-01-04T18:48:00.000Z,2023-02-21T23:05:59.000Z,carolyn.prentice;eva.jordison,,QCHL15409,,,,Bulk GF/F,10,720001154,2022-04-01T07:00:00.000Z,2.336170164293077,1.7484076704624418,0.0004667934061519007,27272.1,18013.08,,1,0.4038817220713654,,,0.18416980880537678,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by EJ2: Event Metadata QCd by KB
,25741156,1,2023-01-04,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0303634,-125.1007895,,5,5.798167,250,2023-01-04T17:47:00.000Z,2023-01-04T18:48:00.000Z,2023-02-21T23:06:38.000Z,carolyn.prentice;eva.jordison,,QCHL15410,,,,20um,10,720001154,2022-04-01T07:00:00.000Z,2.336170164293077,1.7484076704624418,0.0004667934061519007,7321.32,4897.7,,1,0.10571916026173424,,,0.05417020806256229,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by EJ2: Event Metadata QCd by KB
,25741156,1,2023-01-04,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0303634,-125.1007895,,5,5.798167,250,2023-01-04T17:47:00.000Z,2023-01-04T18:48:00.000Z,2023-02-21T23:09:49.000Z,carolyn.prentice;eva.jordison,,QCHL15411,,,,3um,10,720001154,2022-04-01T07:00:00.000Z,2.336170164293077,1.7484076704624418,0.0004667934061519007,6761.47,4403.99,,1,0.1028341101054758,,,0.0409376969073095,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by EJ2: Event Metadata QCd by KB
,25741156,1,2023-01-04,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0303634,-125.1007895,,5,5.798167,250,2023-01-04T17:47:00.000Z,2023-01-04T18:48:00.000Z,2023-02-21T23:07:46.000Z,carolyn.prentice;eva.jordison,,QCHL15412,,,,GF/F,10,720001154,2022-04-01T07:00:00.000Z,2.336170164293077,1.7484076704624418,0.0004667934061519007,8928.85,6231.55,,1,0.11765717850734678,,,0.0857767993151556,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by EJ2: Event Metadata QCd by KB
,25741156,1,2023-01-04,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0303634,-125.1007895,,5,5.798167,250,2023-01-04T17:47:00.000Z,2023-01-04T18:48:00.000Z,2023-02-21T23:10:33.000Z,carolyn.prentice;eva.jordison,,QCHL15413,,,,Bulk GF/F,10,720001154,2022-04-01T07:00:00.000Z,2.336170164293077,1.7484076704624418,0.0004667934061519007,25846.87,17389.12,,1,0.3689300417159797,,,0.19875181150397875,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by EJ2: Event Metadata QCd by KB
,25741156,1,2023-01-04,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0303634,-125.1007895,,10,,250,2023-01-04T17:47:00.000Z,2023-01-04T18:48:00.000Z,2023-02-21T23:11:11.000Z,carolyn.prentice;eva.jordison,,QCHL15414,,,,20um,10,720001154,2022-04-01T07:00:00.000Z,2.336170164293077,1.7484076704624418,0.0004667934061519007,4094.05,2883.98,,1,0.0527836807164146,,,0.041366173390595756,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by EJ2: Event Metadata QCd by KB
,25741156,1,2023-01-04,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0303634,-125.1007895,,10,,250,2023-01-04T17:47:00.000Z,2023-01-04T18:48:00.000Z,2023-02-21T23:12:00.000Z,carolyn.prentice;eva.jordison,,QCHL15415,,,,3um,10,720001154,2022-04-01T07:00:00.000Z,2.336170164293077,1.7484076704624418,0.0004667934061519007,4543.96,3068.11,,1,0.06437709817227143,,,0.03578382835435481,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by EJ2: Event Metadata QCd by KB
