action,event_pk,rn,date,work_area,organization,project,survey,sampling_bout,site_id,source,project_specific_id,hakai_id,line_out_depth,pressure_transducer_depth,collected,preserved,analyzed,acidified,volume,lab_technician,filter_portion,pre_weight_mg,post_weight_mg,filter_size_mm,filter_type,extraction_duration,extraction_method,initial_extraction_volume,volume_filtered_ml,final_extraction_volume,tac_peak,_19_but,_19_hex,alpha_carotene,alloxanthin,antheraxanthin,beta_carotene,c2mgdg,chl_a,chl_b,chl_c1,chl_c1_c2,chl_c2,chl_c3,chl_ide_a,chla_allomer,chla_prime,diadinoxanthin,diatoxanthin,dv_chl_a,fuco,gyroxanthin_diester,lutein,me_chlide,mgdvp,neoxanthin,peri,phbide,phphyt,prasinoxanthin,violaxanthin,zeaxanthin,total_chl_a,all_chl_a,all_chl_a_flag,analyzing_lab,row_flag,quality_level,comments,quality_log
,461395,1,2019-01-16,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8354,0,,2019-01-16T10:07:08.000Z,2019-01-16T10:10:18.000Z,2020-03-28T00:00:00.000Z,,1000,bryn.fedje;emma.myers,1,,,,,,,,1000,,,0.0511440656878916,0.0245559407123317,0.0352557416675449,0.0532600553193126,0,0,,0.776911839621261,0.269833142424567,,0.0689150377728013,,0.0216124827516316,0,0.0376319620398695,0.00890064861346942,0.0698272604330127,0,,0.235244099661253,0,0.0507381109140739,,,0.0643930038510638,0.115343611546511,,,0.0908028458843408,0.0852437095569343,0.0188196039256527,0.776911839621261,0.8234444502746,,USC,Results,Technicianm,,1: Event metadataQC'd by CM2: HPLC sample metadata QC'd by CM
,461395,1,2019-01-16,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8355,5,5.9131934,2019-01-16T10:07:08.000Z,2019-01-16T10:10:18.000Z,2020-03-28T00:00:00.000Z,,1000,bryn.fedje;emma.myers,1,,,,,,,,1000,,,0.0469895508576228,0.0186283990886481,0.0315524528237539,0.0512946594186791,0.0279044860396776,0.0268448366066916,,0.7133689016553,0.233905212487163,,0.0548374219760462,,0.0206504109582938,0,0,0.0065200701102616,0.0619375709552986,0.0186361334498316,,0.254727920368486,0,0.0379826679432759,,,0.0571117572499014,0.0967123623874346,,,0.094490000341003,0.0686666539870855,0.0165978377563741,0.7133689016553,0.719888971765562,,USC,Results,Technicianm,,1: Event metadataQC'd by CM2: HPLC sample metadata QC'd by CM
,461395,1,2019-01-16,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8356,10,10.4169058,2019-01-16T10:07:08.000Z,2019-01-16T10:10:18.000Z,2020-03-28T00:00:00.000Z,,1000,bryn.fedje;emma.myers,1,,,,,,,,1000,,,0.0457873997756376,0.017588084591761,0.0207467022967853,0.0245199315981024,0,0,,0.44591201144078,0.17393154085586,,0.0396220001760433,,0.0146513225128925,0,0,0,0.0645212741825436,0,,0.224099354601153,0,0.0470529024366027,,,0.0548119856583921,0.103911376163745,,,0.0899052075607187,0.0741922835466114,0.0148678810249156,0.44591201144078,0.44591201144078,,USC,Results,Technicianm,,1: Event metadataQC'd by CM2: HPLC sample metadata QC'd by CM
,461395,1,2019-01-16,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8357,20,,2019-01-16T10:07:08.000Z,2019-01-16T10:10:18.000Z,2020-03-28T00:00:00.000Z,,1000,bryn.fedje;emma.myers,1,,,,,,,,1000,,,0,0.0159144304330075,0,0.00500596200933369,0,0,,0.243602009692807,0.114965423453924,,0.0235971959572851,,0.0128828033708998,0,0,0,0.0573496709468411,0,,0.190508149503865,0,0,,,0.0470347855984885,0,,,0.0650415600777224,0.0618952272527607,0,0.243602009692807,0.243602009692807,,USC,Results,Technicianm,,1: Event metadataQC'd by CM2: HPLC sample metadata QC'd by CM
,460027,1,2019-01-23,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8360,0,,2019-01-23T09:30:38.000Z,2019-01-23T09:34:00.000Z,2020-03-28T00:00:00.000Z,,1000,chris.mackenzie;emma.myers;Jake Etz,1,,,,,,,,1000,,,0.0425970769223164,0.0171181306325905,0.0191757414664855,0.0252570904201769,0,0,,0.458522354787153,0.162283663642111,,0.0412818751415806,,0.0178237225394194,0,0,0.00542528278628276,0.0666043285577422,0,,0.226145868513186,0,0.0457696871496789,,,0.0543326884241687,0.108113881432366,,,0.0826324046981834,0.0672495591173084,0.0148072751231825,0.458522354787153,0.463947637573436,,USC,Results,Technicianm,,1: Event metadata QCd by BF2: HPLC sample metadata QC'd by CM
,460027,1,2019-01-23,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8361,5,5.519921,2019-01-23T09:30:38.000Z,2019-01-23T09:34:00.000Z,2020-03-28T00:00:00.000Z,,1000,chris.mackenzie;emma.myers;Jake Etz,1,,,,,,,,1000,,,0.0293714285302497,0.0122766196115343,0.0148752624617912,0.0201571574515937,0,0.0163678037367677,,0.403208308415461,0.141596985591717,,0.0314678261809119,,0.011373309026846,0,0,0.00579742659331645,0.045385665260425,0,,0.178296482560848,0,0.0320649552581731,,,0.0396593559489863,0.0711979470572312,,,0.0716503670388984,0.0475561565741676,0.0112219407824058,0.403208308415461,0.409005735008777,,USC,Results,Technicianm,,1: Event metadata QCd by BF2: HPLC sample metadata QC'd by CM
,460027,1,2019-01-23,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8362,10,10.2355864,2019-01-23T09:30:38.000Z,2019-01-23T09:34:00.000Z,2020-03-28T00:00:00.000Z,,1000,chris.mackenzie;emma.myers;Jake Etz,1,,,,,,,,1000,,,0.0396368431172671,0,0.0130485357757376,0.011104674441448,0,0,,0.338810809983434,0.14294063780359,,0.0253788095243765,,0.00979560912872773,0,0,0.00351805995460775,0.0563643983000252,0,,0.177934057951249,0,0.0404977771071671,,,0.0427740092094293,0.0929928510084846,,,0.0684599760758735,0.062410217138024,0.0121708492999497,0.338810809983434,0.342328869938042,,USC,Results,Technicianm,,1: Event metadata QCd by BF2: HPLC sample metadata QC'd by CM
,460027,1,2019-01-23,QUADRA,HAKAI,OCEANOGRAPHY,QOMA5,1,QU39,M,,QX8363,20,,2019-01-23T09:30:38.000Z,2019-01-23T09:34:00.000Z,2020-03-28T00:00:00.000Z,,1000,chris.mackenzie;emma.myers;Jake Etz,1,,,,,,,,1000,,,0.0347065975413345,0.0147822593576209,0.0104250478707857,0.00946472991914343,0,0,,0.34864101839124,0.139583419449942,,0.0254145420136478,,0.00892109888472649,0,0,0.00498332881871304,0.0518739954396633,0,,0.198142471132533,0,0.0372531136422079,,,0.0481788004147232,0.0832433275647341,,,0.0726629576545355,0.0574217508221223,0.0119393222622638,0.34864101839124,0.353624347209953,,USC,Results,Technicianm,,1: Event metadata QCd by BF2: HPLC sample metadata QC'd by CM
,459938,1,2019-01-29,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8365,0,,2019-01-29T09:53:43.000Z,2019-01-29T15:39:35.000Z,2020-03-28T00:00:00.000Z,,1000,emma.myers,1,,,,,,,,1000,,,0.0370464640289804,0.021792329777995,0.025914976714703,0.0409286207241061,0.026232237607141,0.024344346784281,,0.578303028685739,0.198471013947118,,0.0392459116157264,,0.00782441518279356,0,0,0.0188896631219805,0.0556166072469551,0.0187690843676754,,0.191341248510573,0,0.0412472587989272,,,0.0505961531452421,0.0864531608568951,,,0.0798032597164322,0.0604577294782348,0.014830804514975,0.578303028685739,0.597192691807719,,USC,Results,Technicianm,,1: Event Metadata QC'd by CO2: HPLC sample metadata QC'd by CM
,459938,1,2019-01-29,QUADRA,HAKAI,OCEANOGRAPHY,QOMA1,1,QU39,M,,QX8366,5,5.0196928,2019-01-29T09:53:43.000Z,2019-01-29T15:39:35.000Z,2020-03-28T00:00:00.000Z,,1000,emma.myers,1,,,,,,,,1000,,,0.0379818715924672,0.0163379497788546,0.021843044491685,0.0362253380222666,0.0258499060201713,0.0260693974065,,0.562968678732437,0.214336714326779,,0.0364495988825363,,0.013344970686971,0,0,0.016931622916268,0.0533010873973006,0.0186503716673963,,0.195354392994548,0,0.0413846022779012,,,0.0526316423204332,0.0824296486664883,,,0.0903041479985221,0.0624780751497321,0.014487877326059,0.562968678732437,0.579900301648705,,USC,Results,Technicianm,,1: Event Metadata QC'd by CO2: HPLC sample metadata QC'd by CM
