action,event_pk,rn,date,work_area,organization,survey,sampling_bout,site_id,lat,long,gather_lat,gather_long,collection_method,line_out_depth,pressure_transducer_depth,volume,collected,preserved,analyzed,lab_technician,project_specific_id,hakai_id,is_blank,is_solid_standard,filter_size_mm,filter_type,acetone_volume_ml,flurometer_serial_no,calibration,acid_ratio_correction_factor,acid_coefficient,calibration_slope,before_acid,after_acid,acid_flag,dilution_factor,chla,chla_flag,chla_final,phaeo,phaeo_flag,phaeo_final,analyzing_lab,row_flag,quality_level,comments,quality_log
,11321927,1,2021-01-04,QUADRA,HAKAI,BIOWEEKLY,2,QU38,50.1172,-125.2226,,,,1,,250,2021-01-04T18:40:49.000Z,,2021-01-16T21:04:08.000Z,,,QCHL11756,,,,20um,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,8871.14,7127.68,,1,0.0832236855890101,,,0.168712656490728,,,HAKAI,Results,Technicianm,,1: Event Metadata QCd by KH2: Nutrient MetadataQCd by FM
,11321927,1,2021-01-04,QUADRA,HAKAI,BIOWEEKLY,2,QU38,50.1172,-125.2226,,,,1,,250,2021-01-04T18:40:49.000Z,,2021-01-16T21:04:43.000Z,,,QCHL11757,,,,3um,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,10827.17,7915.19,,1,0.139002734769645,,,0.140769086561576,,,HAKAI,Results,Technicianm,,1: Event Metadata QCd by KH2: Nutrient MetadataQCd by FM
,11321927,1,2021-01-04,QUADRA,HAKAI,BIOWEEKLY,2,QU38,50.1172,-125.2226,,,,1,,250,2021-01-04T18:40:49.000Z,,2021-01-16T21:05:19.000Z,,,QCHL11758,,,,GF/F,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,20405.91,11224.96,,1,0.438250660301023,,,-0.0414910747989568,SVD,,HAKAI,Results,Technicianm,,1: Event Metadata QCd by KH2: Nutrient MetadataQCd by FM
,11321927,1,2021-01-04,QUADRA,HAKAI,BIOWEEKLY,2,QU38,50.1172,-125.2226,,,,1,,250,2021-01-04T18:40:49.000Z,,2021-01-16T21:05:57.000Z,,,QCHL11759,,,,Bulk GF/F,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,29001.49,22551.35,,1,0.30789603625268,,,0.489208298953149,,,HAKAI,Results,Technicianm,,1: Event Metadata QCd by KH2: Nutrient MetadataQCd by FM
,11332895,1,2021-01-06,QUADRA,HAKAI,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0315,-125.10048,,0,,250,2021-01-06T18:22:00.000Z,2021-01-06T21:36:00.000Z,2021-01-16T20:30:04.000Z,emma.myers;eva.jordison;meagan.abele,,QCHL12104,,,,20um,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,6182.42,4591.18,,1,0.0759574968491714,,,0.0863232305445457,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by MA2: Event Metadata QCd by MA
,11332895,1,2021-01-06,QUADRA,HAKAI,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0315,-125.10048,,0,,250,2021-01-06T18:22:00.000Z,2021-01-06T21:36:00.000Z,2021-01-16T20:31:38.000Z,emma.myers;eva.jordison;meagan.abele,,QCHL12105,,,,3um,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,9145.52,6280.88,,1,0.136742970120164,,,0.0852622170153104,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by MA2: Event Metadata QCd by MA
,11332895,1,2021-01-06,QUADRA,HAKAI,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0315,-125.10048,,0,,250,2021-01-06T18:22:00.000Z,2021-01-06T21:36:00.000Z,2021-01-16T20:33:30.000Z,emma.myers;eva.jordison;meagan.abele,,QCHL12106,,,,GF/F,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,10252.18,8019.91,,1,0.106556925097094,,,0.176916349405789,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by MA2: Event Metadata QCd by MA
,11332895,1,2021-01-06,QUADRA,HAKAI,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0315,-125.10048,,0,,250,2021-01-06T18:22:00.000Z,2021-01-06T21:36:00.000Z,2021-01-16T20:34:46.000Z,emma.myers;eva.jordison;meagan.abele,,QCHL12107,,,,Bulk GF/F,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,26004.09,19673.16,,1,0.302205572715194,,,0.393165707638218,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by MA2: Event Metadata QCd by MA
,11332895,1,2021-01-06,QUADRA,HAKAI,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0315,-125.10048,,5,5.7747564,250,2021-01-06T18:22:00.000Z,2021-01-06T21:36:00.000Z,2021-01-16T20:37:26.000Z,emma.myers;eva.jordison;meagan.abele,,QCHL12108,,,,20um,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,2861.79,2218.71,,1,0.0306972845540366,,,0.0477256639419305,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by MA2: Event Metadata QCd by MA
,11332895,1,2021-01-06,QUADRA,HAKAI,QOMA1,1,QU39,50.0307000000001,-125.0992,50.0315,-125.10048,,5,5.7747564,250,2021-01-06T18:22:00.000Z,2021-01-06T21:36:00.000Z,2021-01-16T20:38:40.000Z,emma.myers;eva.jordison;meagan.abele,,QCHL12109,,,,3um,10,720001154,2019-05-09T07:00:00.000Z,2.35049298023632,1.7404703427818,0.00050771033855026,6065.42,4356.72,,1,0.0815644245155848,,,0.0724290348240087,,,HAKAI,Results,Technicianm,,1: CHL metadata QCd by MA2: Event Metadata QCd by MA
